City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,oshakati,-17.7833,15.6833,26.21,14,17,5.16,NA,1734590960
365,mar del plata,-38.0023,-57.5575,19.97,83,0,2.06,AR,1734590961
366,balti,47.7617,27.9289,3.58,87,96,2.18,MD,1734590962
367,lorengau,-2.0226,147.2712,28.56,82,100,3.8,PG,1734590963
368,mwinilunga,-11.7358,24.4293,19.97,82,100,0.62,ZM,1734590964
369,meadow lakes,61.6247,-149.6011,-3.75,67,19,1.48,US,1734590965
370,san ignacio de velasco,-16.3667,-60.95,22.23,85,100,2.7,BO,1734590967
371,okondja,-0.6549,13.6753,25.12,82,100,1.08,GA,1734590968
372,oborniki,52.6474,16.8141,10.65,77,100,7.5,PL,1734590969
373,tshabong,-26.05,22.45,26.95,50,6,5.85,BW,1734590970
374,melo,-32.3667,-54.1833,16.5,94,100,1.26,UY,1734590971
375,san luis acatlan,16.8167,-98.7333,22.2,77,100,1.79,MX,1734590972
376,labytnangi,66.6572,66.4183,-23.31,97,100,1.39,RU,1734590973
377,crane,31.3974,-102.3501,7.59,37,2,3.2,US,1734590975
378,huarmey,-10.0681,-78.1522,19.17,88,100,2.67,PE,1734590976
379,avellaneda,-29.1176,-59.6583,19.11,98,100,1.76,AR,1734590977
380,bukama,-9.2,25.85,24.48,81,98,1.04,CD,1734590978
381,hotan,37.0997,79.9269,-2.75,48,0,1.7,CN,1734590979
382,alice springs,-23.7,133.8833,38.75,7,0,6.17,AU,1734590980
383,berbera,10.4396,45.0143,25.8,54,35,4.36,SO,1734590981
384,fort frances,48.5999,-93.4003,-17.75,87,0,2.47,CA,1734590983
385,cestos city,5.46,-9.5828,25.5,87,100,1.25,LR,1734590984
386,codrington,-38.2667,141.9667,21.51,53,5,5.46,AU,1734590985
387,tokar,18.4254,37.729,28.4,55,8,5.49,SD,1734590986
388,howrah,22.5892,88.3103,26.0,47,40,5.66,IN,1734590987
389,san juan de miraflores,-12.1629,-76.9635,19.54,85,100,2.55,PE,1734590988
390,namibe,-15.1961,12.1522,22.58,69,59,1.03,AO,1734590990
391,antalaha,-14.9003,50.2788,28.28,60,53,4.92,MG,1734590991
392,bhalki,18.0333,77.2167,27.51,23,93,2.72,IN,1734590993
393,bazarak,35.3129,69.5152,2.71,23,0,1.28,AF,1734590994
394,cozumel,20.5083,-86.9458,24.41,94,18,3.95,MX,1734590995
395,new shagunnu,10.3396,4.4688,20.16,31,0,5.35,NG,1734590996
396,villa gesell,-37.2639,-56.973,19.16,76,100,4.63,AR,1734590998
397,navirai,-23.065,-54.1906,21.9,82,100,1.81,BR,1734590999
398,bengkulu,-3.8004,102.2655,27.02,79,96,4.88,ID,1734591000
399,cudillero,43.5622,-6.1459,12.34,93,75,6.69,ES,1734591001
400,mallow,52.1333,-8.6333,4.79,77,79,7.39,IE,1734591002
401,fuxin,42.0156,121.6589,-2.98,26,100,3.49,CN,1734591003
402,rock springs,41.5875,-109.2029,1.69,69,0,10.8,US,1734591004
403,balykshi,47.0667,51.8667,-5.0,74,75,13.0,KZ,1734591006
404,inirida,3.8653,-67.9239,22.96,98,100,0.36,CO,1734591007
405,praia da vitoria,38.7333,-27.0667,12.14,94,40,4.08,PT,1734591008
406,moussoro,13.6408,16.4901,18.22,25,12,5.34,TD,1734591009
407,altai,46.3722,96.2583,-14.04,65,0,0.33,MN,1734591010
408,oswego,43.4501,-76.1497,3.08,94,100,2.68,US,1734591011
409,lagoa,39.05,-27.9833,14.92,57,6,5.44,PT,1734591012
410,pestovo,58.5938,35.8024,-13.27,90,100,3.73,RU,1734591014
411,nagqu,31.5,92.0,2.89,7,3,11.71,CN,1734591015
412,santarem,-2.4431,-54.7083,25.07,94,75,2.06,BR,1734591016
413,kailua-kona,19.6406,-155.9956,23.09,85,0,0.45,US,1734590955
414,belle fourche,44.6714,-103.8522,8.94,43,43,15.04,US,1734591018
415,mahdia,35.5047,11.0622,11.71,53,6,3.16,TN,1734591019
416,pauini,-7.7136,-66.9764,21.65,95,79,0.59,BR,1734591020
417,broadstairs,51.3591,1.4394,6.99,83,100,1.34,GB,1734591022
418,stepnoye,51.4,46.8667,-12.05,90,15,5.8,RU,1734591023
419,tselinnoye,53.0833,85.6667,-9.68,83,100,1.85,RU,1734591024
420,cabedelo,-6.9811,-34.8339,25.37,84,100,3.62,BR,1734591025
421,jiazi,22.8779,116.067,17.53,37,1,3.9,CN,1734591026
422,hamilton,39.1834,-84.5333,2.47,81,100,2.06,US,1734591027
423,celendin,-6.8703,-78.1517,12.39,91,73,1.49,PE,1734591028
424,tamanrasset,22.785,5.5228,7.95,29,0,7.72,DZ,1734591030
425,susuman,62.7833,148.1667,-27.41,100,100,1.58,RU,1734591032
426,fedorovskiy,45.0972,40.9517,2.33,79,95,5.66,RU,1734591033
427,uturoa,-16.7333,-151.4333,27.26,76,100,6.31,PF,1734591034
428,zhangye,38.9342,100.4517,-4.17,49,0,1.24,CN,1734591036
429,burutu,5.3509,5.5076,25.97,81,25,2.59,NG,1734591037
430,kodinsk,58.6881,99.1844,-15.71,90,6,1.26,RU,1734591038
431,al bawiti,28.3492,28.8659,13.46,76,0,2.8,EG,1734591039
432,jember,-8.166,113.7032,30.46,67,100,3.82,ID,1734591040
433,chibougamau,49.9168,-74.3659,-11.21,85,100,2.57,CA,1734591041
434,dalbandin,28.8947,64.4101,11.11,20,0,2.56,PK,1734591042
435,constitucion,-35.3333,-72.4167,13.82,66,4,2.45,CL,1734591044
436,thai binh,20.45,106.3333,21.97,39,8,5.0,VN,1734591045
437,akobo,7.4344,3.9497,20.63,24,83,2.5,NG,1734591046
438,pasuquin,18.3328,120.6177,28.97,58,20,9.26,PH,1734591047
439,axim,4.8699,-2.2405,25.88,84,7,1.36,GH,1734591048
440,figuig (centre),32.1089,-1.2286,8.15,37,5,1.06,MA,1734591049
441,yelizovo,53.1873,158.3805,-0.92,64,75,0.0,RU,1734591050
442,powell river,49.8496,-124.5361,3.15,82,100,3.41,CA,1734591052
443,bubaque,11.2833,-15.8333,25.59,46,72,6.69,GW,1734591053
444,arno,60.1167,18.6333,6.18,79,100,7.52,SE,1734591054
445,n'zeto,-7.2312,12.8666,26.09,88,100,2.52,AO,1734591055
446,tual,-5.6667,132.75,28.79,80,100,8.04,ID,1734591056
447,taltal,-25.4,-70.4833,16.8,85,43,1.4,CL,1734591057
448,koysinceq,36.0821,44.6278,7.65,52,0,1.31,IQ,1734591058
449,usinsk,65.9939,57.5281,-29.14,100,17,1.58,RU,1734590789
450,sao paulo de olivenca,-3.3783,-68.8725,21.87,99,98,0.88,BR,1734591061
451,rio grande,-32.035,-52.0986,20.36,87,98,6.97,BR,1734591062
452,ust'-ilimsk,58.0006,102.6619,-16.72,93,3,0.63,RU,1734591063
453,adrar,20.5022,-10.0711,11.48,41,100,7.04,MR,1734591064
454,cambria,35.5641,-121.0808,15.03,49,100,0.45,US,1734591065
455,mumford,5.2618,-0.759,26.23,80,40,0.68,GH,1734591066
456,sanming,26.2486,117.6186,11.74,43,6,2.14,CN,1734591068
457,tubarjal,30.4999,38.216,11.45,17,0,5.49,SA,1734591069
458,west bay,19.3667,-81.4167,27.04,83,20,3.09,KY,1734591070
459,san carlos,9.6612,-68.5827,25.3,74,90,0.87,VE,1734591071
460,bernay,49.1667,0.6667,8.24,89,100,21.9,FR,1734591072
461,viqueque,-8.8673,126.3658,30.09,69,100,3.72,TL,1734591073
462,muynoq,43.7683,59.0214,3.42,62,7,11.02,UZ,1734591075
463,ancud,-41.8697,-73.8203,9.86,73,100,1.95,CL,1734591076
464,livingstone,-17.8419,25.8543,24.66,77,100,1.54,ZM,1734591077
465,ampanihy,-24.7,44.75,37.76,18,24,2.05,MG,1734591078
466,slavyanka,42.8633,131.3847,-3.66,36,9,2.03,RU,1734591079
467,aitape,-3.1374,142.3475,28.82,78,82,4.48,PG,1734591080
468,behshahr,36.6923,53.5526,10.96,68,67,2.94,IR,1734591081
469,caidian,30.5833,114.0333,6.07,36,100,1.91,CN,1734591083
470,itaituba,-4.2761,-55.9836,22.83,98,99,0.4,BR,1734591084
471,cannonvale,-20.2833,148.7,26.66,73,90,6.02,AU,1734591085
472,aykhal,66.0,111.5,-24.1,100,100,2.05,RU,1734591086
473,tazacorte,28.629,-17.9293,17.3,33,0,2.68,ES,1734591087
474,port loko,8.7667,-12.7833,20.29,99,41,1.56,SL,1734591088
475,ongwediva,-17.7833,15.7667,26.34,15,16,5.07,NA,1734591089
476,chudniv,50.052,28.1175,5.41,75,100,5.79,UA,1734591091
477,xinglongshan,43.9561,125.4661,-6.14,45,0,6.0,CN,1734591092
478,shubarkuduk,49.1447,56.4872,-10.95,94,100,5.08,KZ,1734591093
479,ta'izz,13.5,44.0,19.01,48,51,1.1,YE,1734591094
480,anderson,34.5334,-82.6499,12.38,96,0,0.0,US,1734591095
481,fort mcmurray,56.7268,-111.381,-26.23,76,100,2.06,CA,1734591096
482,xifeng,42.7372,124.7222,-7.53,64,99,1.22,CN,1734591097
483,ndago,-4.6,34.35,19.76,82,98,2.38,TZ,1734591099
484,sorong,-0.8833,131.25,29.34,75,63,4.74,ID,1734591100
485,arraial do cabo,-22.9661,-42.0278,22.76,79,22,1.44,BR,1734591101
486,mazowe,-17.504,30.9739,25.66,51,96,4.15,ZW,1734591102
487,dadukou,26.5479,101.7054,19.2,47,53,1.63,CN,1734591103
488,ochakiv,46.6128,31.5498,8.13,84,95,5.35,UA,1734591104
489,callao,-12.0667,-77.15,20.4,83,20,4.63,PE,1734591105
490,hadibu,12.65,54.0333,23.93,55,3,6.55,YE,1734591107
491,balao,-2.9167,-79.8167,23.89,84,100,1.07,EC,1734591108
492,flying fish cove,-10.4217,105.6791,24.82,94,100,3.6,CX,1734591109
493,acajutla,13.5928,-89.8275,25.32,67,99,2.62,SV,1734591110
494,shantobe,52.4581,68.1839,-0.37,98,100,6.84,KZ,1734591111
495,loiza,18.4313,-65.8802,24.99,89,40,4.63,PR,1734591112
496,sathyamangalam,11.5167,77.25,30.79,56,100,2.21,IN,1734591114
497,nizhniy kuranakh,58.8353,125.4869,-24.54,98,100,1.78,RU,1734591115
498,albertina,-22.2008,-46.6158,16.16,84,0,2.29,BR,1734591116
499,andovoranto,-18.95,49.1,29.86,53,24,3.11,MG,1734591117
500,magadan,59.5667,150.8,-16.47,74,100,4.41,RU,1734591118
501,broken hill,-31.95,141.4333,32.79,14,0,5.18,AU,1734591119
502,sol'-iletsk,51.1631,54.9918,-7.79,96,100,2.92,RU,1734591120
503,morris,40.8334,-74.5329,4.75,89,100,4.02,US,1734591122
504,sao joao da barra,-21.6403,-41.0511,22.63,89,85,2.02,BR,1734591123
505,dzhetygara,52.1908,61.2006,-4.24,88,94,7.82,KZ,1734591124
506,masterton,-40.9597,175.6575,14.68,99,100,3.3,NZ,1734591125
507,nikolayevsk-on-amure,53.1406,140.73,-21.46,98,83,2.47,RU,1734591126
508,buala,-8.145,159.5921,28.98,77,87,1.65,SB,1734591127
509,conceicao da barra,-18.5933,-39.7322,22.0,98,38,1.5,BR,1734591130
510,kholmsk,47.0511,142.0569,-6.79,83,100,1.35,RU,1734591131
511,potosi,-19.5836,-65.7531,8.52,75,66,1.46,BO,1734591132
512,brecon,51.9461,-3.3889,3.74,81,72,8.42,GB,1734591133
513,san patricio,28.017,-97.5169,14.97,54,0,4.82,US,1734591134
514,kuala terengganu,5.3302,103.1408,28.97,79,40,3.6,MY,1734591135
515,urengoy,65.9667,78.3667,-13.43,95,100,2.8,RU,1734591139
516,bonthe,7.5264,-12.505,23.65,97,30,2.93,SL,1734591140
517,saudarkrokur,65.7461,-19.6394,-6.89,92,100,4.33,IS,1734591141
518,kayan,16.9056,96.5631,31.2,46,100,2.99,MM,1734591143
519,guerrero negro,27.9769,-114.0611,14.69,58,0,1.74,MX,1734591144
520,kirkuk,35.4681,44.3922,10.63,43,0,1.59,IQ,1734591145
521,shanhecun,44.7,127.2,-11.16,86,100,2.61,CN,1734591146
522,villa dolores,-31.9459,-65.1896,17.8,77,1,0.91,AR,1734591147
523,basco,20.4487,121.9702,22.16,78,100,15.27,PH,1734591148
524,alajarvi,63.0,23.8167,-0.7,93,100,6.16,FI,1734591150
525,melfort,52.8667,-104.6177,-23.93,84,100,3.6,CA,1734591151
526,terme,41.2092,36.9739,9.95,66,3,1.44,TR,1734591152
527,sabang,5.8933,95.3214,27.81,77,100,7.59,ID,1734591153
528,pokrovka,42.3414,78.0056,-1.34,75,99,1.27,KG,1734591154
529,sola,-13.8833,167.55,27.81,75,100,3.23,VU,1734591155
530,salinas,36.6777,-121.6555,13.94,84,0,2.57,US,1734590934
531,rodoc,43.3089,17.8069,-4.06,100,20,0.51,BA,1734591158
532,ikalamavony,-21.15,46.5833,32.57,23,6,0.25,MG,1734591159
533,karasu,41.071,30.7854,10.38,68,91,1.65,TR,1734591160
534,erdenet,49.0333,104.0833,-14.15,82,90,2.42,MN,1734591161
535,tocopilla,-22.092,-70.1979,18.89,82,99,1.59,CL,1734591162
536,tengrela,10.4869,-6.4097,16.54,26,4,1.67,CI,1734591163
537,rawson,-43.3002,-65.1023,15.16,25,0,3.6,AR,1734591164
538,o barco de valdeorras,42.4164,-6.9901,14.09,92,100,3.33,ES,1734591166
539,ta`u,-14.2336,-169.5144,26.99,80,87,8.82,AS,1734591167
540,dyatlovo,53.4631,25.4068,6.49,85,100,6.24,BY,1734591168
541,taulaga,-11.0553,-171.0883,28.24,79,100,7.45,AS,1734591169
542,port macquarie,-31.4333,152.9167,22.82,64,34,2.24,AU,1734591170
543,carnot,4.9409,15.8665,25.33,21,100,1.39,CF,1734591171
544,huddinge,59.237,17.9819,7.24,85,0,4.63,SE,1734591172
545,navalmoral de la mata,39.8916,-5.5406,10.87,95,90,3.62,ES,1734591174
